protocol,chain,field_role,candidate_address,confirmed_safe,owner_count,block_height,check_date
Berachain_Core_PoL,berachain,BeraChef_Owner,0xD13948F99525FB271809F45c268D72a3C00a568D,true,5,26013273,2026-09-10
API3_Blast,blast,Manager_Multisig,0x2AAE699ed04BBbD068f67a5b3C813eBB35f2c9E8,true,8,40118539,2026-09-10
OneInch_Blast,blast,Router_V6,0x111111125421cA6dc452d289314280a0f8842A65,false,,40118539,2026-09-10
ZeroLend_Blast,blast,Provider_Owner,0x00000Ab6Ee5A6c1a7Ac819b01190B020F7c6599d,false,,40118539,2026-09-10
Pac_Finance_Blast,blast,Provider_Owner,0x17816E9A858b161c3E37016D139cf618056CaCD4,false,,40118539,2026-09-10
Overnight_Finance_Blast,blast,AgentTimelock,0xE12E06D810F08b7703D5266081f8023ACD21ce9d,false,,40118539,2026-09-10
Overnight_Finance_Blast,blast,OvnAgent,0xf9e4a8bbF4BD7700077a36F6bdDB615c221E6E04,true,5,40118539,2026-09-10
Mangrove_Blast,blast,Mangrove_Core,0xb1a49C54192Ea59B233200eA38aB56650Dfb448C,false,,40118539,2026-09-10
Aave_BNB,bnb,GRANULAR_GUARDIAN,0xe4FB5e3F506BE0095f38004f993D16fdA8224383,false,,121066762,2026-09-10
Aave_BNB,bnb,GOVERNANCE_GUARDIAN,0x1A0581dd5C7C3DA4Ba1CDa7e0BcA7286afc4973b,true,9,121066762,2026-09-10
Aave_BNB,bnb,EXECUTOR_LVL_1,0x9390B1735def18560c509E2d0bc090E9d6BA257a,false,,121066762,2026-09-10
Curve_Finance_BNB,bnb,Emergency_DAO,0x6d447e544D01a59cb0774763bf15526574CffFeD,true,9,121066762,2026-09-10
Silo_Finance_BNB,bnb,Factory_Owner,0xE8e8041cB5E3158A0829A19E014CA1cf91098554,true,4,121066762,2026-09-10
OneInch_BNB,bnb,Router_V6_Owner,0x7a4C2f97069f874A355607eBC52aEfCc4eAc9202,true,5,121066762,2026-09-10
Chainlink_Data_Feeds_BNB,bnb,ETH_USD_Feed_Owner,0xcb6754D5e11C4B70601D0F2068eA62089325979b,true,9,121066762,2026-09-10
Beefy_Finance_BNB,bnb,devMultisig,0x44b74ED902e6423B51Bd9e44B6e5646749376943,true,6,121066762,2026-09-10
Beefy_Finance_BNB,bnb,treasuryMultisig,0x7C780b8A63eE9B7d0F985E8a922Be38a1F7B2141,true,7,121066762,2026-09-10
API3_BNB,bnb,Manager_Multisig,0x2AAE699ed04BBbD068f67a5b3C813eBB35f2c9E8,true,8,121066762,2026-09-10
CoW_Protocol_BNB,bnb,AllowListAuth_Owner,0x4580cc095826E1318D11b123404b0AC0aBE4D932,true,9,121066762,2026-09-10
Radiant_Capital_BNB,bnb,PoolAdmin,0xE4714D6BD9a6c0F6194C1aa8602850b0a1cE1416,true,11,121066762,2026-09-10
Radiant_Capital_BNB,bnb,EmergencyAdmin,0x934EA78f3e06BB1066E83B293325beebd5B20EA8,true,5,121066762,2026-09-10
Venus_Protocol_BNB,bnb,Guardian_1,0x7B1AE5Ea599bC56734624b95589e7E8E64C351c9,true,7,121066762,2026-09-10
Venus_Protocol_BNB,bnb,Guardian_2,0x1C2CAc6ec528c20800B2fe734820D87b581eAA6B,true,7,121066762,2026-09-10
Venus_Protocol_BNB,bnb,Guardian_3,0x3a3284dC0FaFfb0b5F0d074c4C704D14326C98cF,true,7,121066762,2026-09-10
Aave_Linea,linea,GRANULAR_GUARDIAN,0xc1cd6faF6e9138b4e6C21d438f9ebF2bd6F6cA16,false,,31991762,2026-09-10
Aave_Linea,linea,GOVERNANCE_GUARDIAN,0x056E4C4E80D1D14a637ccbD0412CDAAEc5B51F4E,true,9,31991762,2026-09-10
Aave_Linea,linea,EXECUTOR_LVL_1,0x8c2d95FE7aeB57b86961F3abB296A54f0ADb7F88,false,,31991762,2026-09-10
Compound_III_Linea,linea,pauseGuardian,0x5A1e5d7E09cA94506084a26304d53A138145bF52,true,9,31991762,2026-09-10
OneInch_Linea,linea,Router_V6_Owner,0x9cCf4d6B76976Ab11CF9f9219A38BA28983A9a27,true,5,31991762,2026-09-10
Chainlink_Data_Feeds_Linea,linea,ETH_USD_Feed_Owner,0x34E5eDAFf13022A6cbd2DcA2dfAc6B0bbbfB9D82,true,9,31991762,2026-09-10
Beefy_Finance_Linea,linea,devMultisig,0xB1F2b9166fCd1d1e71a104C584b6f25cD8f4f36b,true,6,31991762,2026-09-10
Beefy_Finance_Linea,linea,treasuryMultisig,0x008f84b4f7B625636dD3E75045704b077D8db445,true,7,31991762,2026-09-10
API3_Linea,linea,Manager_Multisig,0x2AAE699ed04BBbD068f67a5b3C813eBB35f2c9E8,true,8,31991762,2026-09-10
ZeroLend_Linea,linea,Safe_New,0x14aAD4668de2115e30A5FeeE42CFa436899CCD8A,true,5,31991762,2026-09-10
Aave_V3_Mantle,mantle,GOVERNANCE_GUARDIAN,0x14816fC7f443A9C834d30eeA64daD20C4f56fBCD,true,9,100458260,2026-09-10
API3_Mantle,mantle,Manager_Multisig,0x2AAE699ed04BBbD068f67a5b3C813eBB35f2c9E8,true,8,100458260,2026-09-10
Compound_III_Mantle,mantle,pauseGuardian,0x2127338F0ff71Ecc779dce407D95C7D32f7C5F45,true,9,100458260,2026-09-10
Beefy_Finance_Mantle,mantle,devMultisig,0x92051b197D2Ee9Dae8d042aD6862ED3341e02c73,true,6,100458260,2026-09-10
Beefy_Finance_Mantle,mantle,treasuryMultisig,0x997A95C097Ade5Cb48649D38F929A5e422dFe96E,true,7,100458260,2026-09-10
Merchant_Moe_Mantle,mantle,Factory_Owner,0x244305969310527b29d8Ff3Aa263f686dB61Df6f,true,5,100458260,2026-09-10
INIT_Capital_Mantle,mantle,AccessControlManager_Owner,0x749C67287353b78d7206A2c185816FA2154e7950,true,7,100458260,2026-09-10
Silo_Finance_Mantle,mantle,Factory_Owner,0xAaD2F138Eb20fb60C34ac70624339ccbaC2320fa,false,,100458260,2026-09-10
Lendle_Mantle,mantle,Provider_Owner,0xB6eEdA94Bbb926881489F32489092C28e1a92484,false,,100458260,2026-09-10
Lendle_Mantle,mantle,EmergencyAdmin,0x0c38845C2587e2fb0b7fba1cfB27f260F74066Aa,false,,100458260,2026-09-10
Agni_Finance_Mantle,mantle,Factory_Owner,0xD8A4c759bC19cC3E90e7151f0ccfb3120175ee27,false,,100458260,2026-09-10
Pendle_Finance_Mantle,mantle,governanceProxy,0x2aD631F72fB16d91c4953A7f4260A97C2fE2f31e,false,,100458260,2026-09-10
OneInch_Mantle,mantle,Router_V6,0x111111125421cA6dc452d289314280a0f8842A65,false,,100458260,2026-09-10
Aave_Polygon,polygon,GRANULAR_GUARDIAN,0x0D2CccD3dD420dC6DE2f24DB44aA22fADE290a02,false,,93557345,2026-09-10
Aave_Polygon,polygon,GOVERNANCE_GUARDIAN,0x1A0581dd5C7C3DA4Ba1CDa7e0BcA7286afc4973b,true,9,93557345,2026-09-10
Aave_Polygon,polygon,EXECUTOR_LVL_1,0xDf7d0e6454DB638881302729F5ba99936EaAB233,false,,93557345,2026-09-10
Curve_Finance_Polygon,polygon,Emergency_DAO,0x6d447e544D01a59cb0774763bf15526574CffFeD,true,9,93557345,2026-09-10
Compound_III_Polygon,polygon,pauseGuardian,0x8Ab717CAC3CbC4934E63825B88442F5810aAF6e5,true,9,93557345,2026-09-10
OneInch_Polygon,polygon,Router_V6_Owner,0xA154B43EEa8905Ef684995424fF476656ab50A61,true,5,93557345,2026-09-10
Chainlink_Data_Feeds_Polygon,polygon,ETH_USD_Feed_Owner,0x5A3ca642fdEd17296adDdb53A496ce4f26901596,true,9,93557345,2026-09-10
Beefy_Finance_Polygon,polygon,devMultisig,0x09dc95959978800E57464E962724a34Bb4Ac1253,true,6,93557345,2026-09-10
Beefy_Finance_Polygon,polygon,treasuryMultisig,0xe37dD9A535c1D3c9fC33e3295B7e08bD1C42218D,true,7,93557345,2026-09-10
API3_Polygon,polygon,Manager_Multisig,0x2AAE699ed04BBbD068f67a5b3C813eBB35f2c9E8,true,8,93557345,2026-09-10
CoW_Protocol_Polygon,polygon,AllowListAuth_Owner,0x4580cc095826E1318D11b123404b0AC0aBE4D932,true,9,93557345,2026-09-10
Aave_Scroll,scroll,GRANULAR_GUARDIAN,0xa835707d28e6C37C49d661742f2Fb5987367cEd4,false,,34978070,2026-09-10
Aave_Scroll,scroll,GOVERNANCE_GUARDIAN,0x1A0581dd5C7C3DA4Ba1CDa7e0BcA7286afc4973b,true,9,34978070,2026-09-10
Aave_Scroll,scroll,EXECUTOR_LVL_1,0xc1ABF87FfAdf4908f4eC8dc54A25DCFEabAE4A24,false,,34978070,2026-09-10
Compound_III_Scroll,scroll,pauseGuardian,0x0747a435b8a60070A7a111D015046d765098e4cc,true,9,34978070,2026-09-10
Chainlink_Data_Feeds_Scroll,scroll,ETH_USD_Feed_Owner,0xDce20610907bf67D97d0ECcF31C50eaec73bC034,true,9,34978070,2026-09-10
Beefy_Finance_Scroll,scroll,devMultisig,0xc2cCdd61187b81cC56EcA985bbaf9da418e3d87f,true,6,34978070,2026-09-10
Beefy_Finance_Scroll,scroll,treasuryMultisig,0x2E52C94502f728A634a7b8eFf5941FB066d3eE76,true,7,34978070,2026-09-10
API3_Scroll,scroll,Manager_Multisig,0x2AAE699ed04BBbD068f67a5b3C813eBB35f2c9E8,true,8,34978070,2026-09-10
Aave_V3_Sonic,sonic,GOVERNANCE_GUARDIAN,0x63C4422D6cc849549daeb600B7EcE52bD18fAd7f,true,9,78986276,2026-09-10
API3_Sonic,sonic,Manager_Multisig,0x2AAE699ed04BBbD068f67a5b3C813eBB35f2c9E8,true,8,78986276,2026-09-10
Beefy_Finance_Sonic,sonic,devMultisig,0x04db327e5d9A0c680622E2025B5Be7357fC757f0,true,6,78986276,2026-09-10
Beefy_Finance_Sonic,sonic,treasuryMultisig,0x10E13f11419165beB0F456eC8a230899E4013BBD,true,7,78986276,2026-09-10
Silo_Finance_Sonic,sonic,Factory_Owner,0xAaD2F138Eb20fb60C34ac70624339ccbaC2320fa,false,,78986276,2026-09-10
OneInch_Sonic,sonic,Router_Owner,0x385004992b43F1A73c6Cb2F7D2B88B79a3c0120f,true,5,78986276,2026-09-10
Pendle_Finance_Sonic,sonic,governanceProxy,0x2aD631F72fB16d91c4953A7f4260A97C2fE2f31e,false,,78986276,2026-09-10
Shadow_Exchange_Sonic,sonic,Team_Multisig,0x5Be2e859D0c2453C9aA062860cA27711ff553432,true,4,78986276,2026-09-10
SwapX_Sonic,sonic,Factory_Owner,0xD79fd4399Ea1B9107fC04143f7a5DC2c71dE5b39,true,6,78986276,2026-09-10
Chainlink_Data_Feeds_Sonic,sonic,ETH_USD_Feed_Owner,0x2CB7bc5d668eb063DE2e060A01e877Ef8EBb9Fc6,true,9,78986276,2026-09-10
Aave_zkSync,zksync-era,GRANULAR_GUARDIAN,0xe0e23196D42b54F262a3DE952e6B34B197D1A228,false,,71914308,2026-09-10
Aave_zkSync,zksync-era,GOVERNANCE_GUARDIAN,0x4257bf0746D783f0D962913d7d8AFA408B62547E,true,9,71914308,2026-09-10
Aave_zkSync,zksync-era,EXECUTOR_LVL_1,0x04cE39789e11a49595cD0ECEf6f4Bd54ABF4d020,false,,71914308,2026-09-10
Chainlink_Data_Feeds_zkSync,zksync-era,ETH_USD_Feed_Owner,0x512089072261626775eD6ac88f8F600A5aeF2eEd,true,9,71914308,2026-09-10
Beefy_Finance_zkSync,zksync-era,devMultisig,0x9D138aDAFC29A36497e0791084920b7B18e0AE48,true,6,71914308,2026-09-10
Beefy_Finance_zkSync,zksync-era,treasuryMultisig,0x9F9FE15FDa14eAA2d878Ed667C805A7CC13c2560,true,7,71914308,2026-09-10
API3_zkSync,zksync-era,Manager_Multisig,0x2AAE699ed04BBbD068f67a5b3C813eBB35f2c9E8,true,8,71914308,2026-09-10
ZeroLend_zkSync,zksync-era,Safe_Old,0x1890F9204882dfa1B8f0AEaF56ae9b2ed149D18d,true,5,71914308,2026-09-10
Venus_Protocol_zkSync,zksync-era,Guardian,0x751Aa759cfBB6CE71A43b48e40e1cCcFC66Ba4aa,true,7,71914308,2026-09-10
